level,verb,tense,1s,2s,3s,1p,2p,3p
C2,Extirpate,Present Perfect Continuous,I have been extirpating,you have been extirpating,he/she/it has been extirpating,we have been extirpating,you have been extirpating,they have been extirpating
C2,Extirpate,Past Simple,I extirpated,you extirpated,he/she/it extirpated,we extirpated,you extirpated,they extirpated
C2,Extirpate,Past Continuous,I was extirpating,you were extirpating,he/she/it was extirpating,we were extirpating,you were extirpating,they were extirpating
C2,Extirpate,Past Perfect Simple,I had extirpated,you had extirpated,he/she/it had extirpated,we had extirpated,you had extirpated,they had extirpated
C2,Extirpate,Past Perfect Continuous,I had been extirpating,you had been extirpating,he/she/it had been extirpating,we had been extirpating,you had been extirpating,they had been extirpating
C2,Extirpate,Future Simple,I will extirpate,you will extirpate,he/she/it will extirpate,we will extirpate,you will extirpate,they will extirpate
C2,Extirpate,Future Continuous,I will be extirpating,you will be extirpating,he/she/it will be extirpating,we will be extirpating,you will be extirpating,they will be extirpating
C2,Extirpate,Future Perfect Simple,I will have extirpated,you will have extirpated,he/she/it will have extirpated,we will have extirpated,you will have extirpated,they will have extirpated
C2,Extirpate,Future Perfect Continuous,I will have been extirpating,you will have been extirpating,he/she/it will have been extirpating,we will have been extirpating,you will have been extirpating,they will have been extirpating
C2,Extirpate,First Conditional,If I extirpate,you will extirpate,he/she/it will extirpate,we will extirpate,you will extirpate,they will extirpate
C2,Extirpate,Second Conditional,If I extirpated,you would extirpate,he/she/it would extirpate,we would extirpate,you would extirpate,they would extirpate
C2,Extirpate,Third Conditional,If I had extirpated,you would have extirpated,he/she/it would have extirpated,we would have extirpated,you would have extirpated,they would have extirpated
C2,Extirpate,Mixed Conditional,If I had extirpated,you would extirpate,he/she/it would extirpate,we would extirpate,you would extirpate,they would extirpate
C2,Disentangle,Present Simple,I disentangle,you disentangle,he/she/it disentangles,we disentangle,you disentangle,they disentangle
C2,Disentangle,Present Continuous,I am disentangling,you are disentangling,he/she/it is disentangling,we are disentangling,you are disentangling,they are disentangling
C2,Disentangle,Present Perfect,I have disentangled,you have disentangled,he/she/it has disentangled,we have disentangled,you have disentangled,they have disentangled
C2,Disentangle,Present Perfect Continuous,I have been disentangling,you have been disentangling,he/she/it has been disentangling,we have been disentangling,you have been disentangling,they have been disentangling
C2,Disentangle,Past Simple,I disentangled,you disentangled,he/she/it disentangled,we disentangled,you disentangled,they disentangled
C2,Disentangle,Past Continuous,I was disentangling,you were disentangling,he/she/it was disentangling,we were disentangling,you were disentangling,they were disentangling
C2,Disentangle,Past Perfect Simple,I had disentangled,you had disentangled,he/she/it had disentangled,we had disentangled,you had disentangled,they had disentangled
C2,Disentangle,Past Perfect Continuous,I had been disentangling,you had been disentangling,he/she/it had been disentangling,we had been disentangling,you had been disentangling,they had been disentangling
C2,Disentangle,Future Simple,I will disentangle,you will disentangle,he/she/it will disentangle,we will disentangle,you will disentangle,they will disentangle
C2,Disentangle,Future Continuous,I will be disentangling,you will be disentangling,he/she/it will be disentangling,we will be disentangling,you will be disentangling,they will be disentangling
C2,Disentangle,Future Perfect Simple,I will have disentangled,you will have disentangled,he/she/it will have disentangled,we will have disentangled,you will have disentangled,they will have disentangled
C2,Disentangle,Future Perfect Continuous,I will have been disentangling,you will have been disentangling,he/she/it will have been disentangling,we will have been disentangling,you will have been disentangling,they will have been disentangling
C2,Disentangle,First Conditional,If I disentangle,you will disentangle,he/she/it will disentangle,we will disentangle,you will disentangle,they will disentangle
C2,Disentangle,Second Conditional,If I disentangled,you would disentangle,he/she/it would disentangle,we would disentangle,you would disentangle,they would disentangle
C2,Disentangle,Third Conditional,If I had disentangled,you would have disentangled,he/she/it would have disentangled,we would have disentangled,you would have disentangled,they would have disentangled
C2,Disentangle,Mixed Conditional,If I had disentangled,you would disentangle,he/she/it would disentangle,we would disentangle,you would disentangle,they would disentangle
C2,Envisage,Present Simple,I envisage,you envisage,he/she/it envisages,we envisage,you envisage,they envisage
C2,Envisage,Present Continuous,I am envisaging,you are envisaging,he/she/it is envisaging,we are envisaging,you are envisaging,they are envisaging
C2,Envisage,Present Perfect,I have envisaged,you have envisaged,he/she/it has envisaged,we have envisaged,you have envisaged,they have envisaged
C2,Envisage,Present Perfect Continuous,I have been envisaging,you have been envisaging,he/she/it has been envisaging,we have been envisaging,you have been envisaging,they have been envisaging
C2,Envisage,Past Simple,I envisaged,you envisaged,he/she/it envisaged,we envisaged,you envisaged,they envisaged
C2,Envisage,Past Continuous,I was envisaging,you were envisaging,he/she/it was envisaging,we were envisaging,you were envisaging,they were envisaging
C2,Envisage,Past Perfect Simple,I had envisaged,you had envisaged,he/she/it had envisaged,we had envisaged,you had envisaged,they had envisaged
C2,Envisage,Past Perfect Continuous,I had been envisaging,you had been envisaging,he/she/it had been envisaging,we had been envisaging,you had been envisaging,they had been envisaging
C2,Envisage,Future Simple,I will envisage,you will envisage,he/she/it will envisage,we will envisage,you will envisage,they will envisage
C2,Envisage,Future Continuous,I will be envisaging,you will be envisaging,he/she/it will be envisaging,we will be envisaging,you will be envisaging,they will be envisaging
C2,Envisage,Future Perfect Simple,I will have envisaged,you will have envisaged,he/she/it will have envisaged,we will have envisaged,you will have envisaged,they will have envisaged
C2,Envisage,Future Perfect Continuous,I will have been envisaging,you will have been envisaging,he/she/it will have been envisaging,we will have been envisaging,you will have been envisaging,they will have been envisaging
C2,Envisage,First Conditional,If I envisage,you will envisage,he/she/it will envisage,we will envisage,you will envisage,they will envisage
C2,Envisage,Second Conditional,If I envisaged,you would envisage,he/she/it would envisage,we would envisage,you would envisage,they would envisage
C2,Envisage,Third Conditional,If I had envisaged,you would have envisaged,he/she/it would have envisaged,we would have envisaged,you would have envisaged,they would have envisaged
C2,Envisage,Mixed Conditional,If I had envisaged,you would envisage,he/she/it would envisage,we would envisage,you would envisage,they would envisage
C2,Exacerbate,Present Simple,I exacerbate,you exacerbate,he/she/it exacerbates,we exacerbate,you exacerbate,they exacerbate
C2,Exacerbate,Present Continuous,I am exacerbating,you are exacerbating,he/she/it is exacerbating,we are exacerbating,you are exacerbating,they are exacerbating
C2,Exacerbate,Present Perfect,I have exacerbated,you have exacerbated,he/she/it has exacerbated,we have exacerbated,you have exacerbated,they have exacerbated
C2,Exacerbate,Present Perfect Continuous,I have been exacerbating,you have been exacerbating,he/she/it has been exacerbating,we have been exacerbating,you have been exacerbating,they have been exacerbating
C2,Exacerbate,Past Simple,I exacerbated,you exacerbated,he/she/it exacerbated,we exacerbated,you exacerbated,they exacerbated
C2,Exacerbate,Past Continuous,I was exacerbating,you were exacerbating,he/she/it was exacerbating,we were exacerbating,you were exacerbating,they were exacerbating
C2,Exacerbate,Past Perfect Simple,I had exacerbated,you had exacerbated,he/she/it had exacerbated,we had exacerbated,you had exacerbated,they had exacerbated
C2,Exacerbate,Past Perfect Continuous,I had been exacerbating,you had been exacerbating,he/she/it had been exacerbating,we had been exacerbating,you had been exacerbating,they had been exacerbating
C2,Exacerbate,Future Simple,I will exacerbate,you will exacerbate,he/she/it will exacerbate,we will exacerbate,you will exacerbate,they will exacerbate
C2,Exacerbate,Future Continuous,I will be exacerbating,you will be exacerbating,he/she/it will be exacerbating,we will be exacerbating,you will be exacerbating,they will be exacerbating
C2,Exacerbate,Future Perfect Simple,I will have exacerbated,you will have exacerbated,he/she/it will have exacerbated,we will have exacerbated,you will have exacerbated,they will have exacerbated
C2,Exacerbate,Future Perfect Continuous,I will have been exacerbating,you will have been exacerbating,he/she/it will have been exacerbating,we will have been exacerbating,you will have been exacerbating,they will have been exacerbating
C2,Exacerbate,First Conditional,If I exacerbate,you will exacerbate,he/she/it will exacerbate,we will exacerbate,you will exacerbate,they will exacerbate
C2,Exacerbate,Second Conditional,If I exacerbated,you would exacerbate,he/she/it would exacerbate,we would exacerbate,you would exacerbate,they would exacerbate
C2,Exacerbate,Third Conditional,If I had exacerbated,you would have exacerbated,he/she/it would have exacerbated,we would have exacerbated,you would have exacerbated,they would have exacerbated
C2,Exacerbate,Mixed Conditional,If I had exacerbated,you would exacerbate,he/she/it would exacerbate,we would exacerbate,you would exacerbate,they would exacerbate
C2,Obfuscate,Present Simple,I obfuscate,you obfuscate,he/she/it obfuscates,we obfuscate,you obfuscate,they obfuscate
C2,Obfuscate,Present Continuous,I am obfuscating,you are obfuscating,he/she/it is obfuscating,we are obfuscating,you are obfuscating,they are obfuscating
C2,Obfuscate,Present Perfect,I have obfuscated,you have obfuscated,he/she/it has obfuscated,we have obfuscated,you have obfuscated,they have obfuscated
C2,Obfuscate,Present Perfect Continuous,I have been obfuscating,you have been obfuscating,he/she/it has been obfuscating,we have been obfuscating,you have been obfuscating,they have been obfuscating
C2,Obfuscate,Past Simple,I obfuscated,you obfuscated,he/she/it obfuscated,we obfuscated,you obfuscated,they obfuscated
C2,Obfuscate,Past Continuous,I was obfuscating,you were obfuscating,he/she/it was obfuscating,we were obfuscating,you were obfuscating,they were obfuscating
C2,Obfuscate,Past Perfect Simple,I had obfuscated,you had obfuscated,he/she/it had obfuscated,we had obfuscated,you had obfuscated,they had obfuscated
C2,Obfuscate,Past Perfect Continuous,I had been obfuscating,you had been obfuscating,he/she/it had been obfuscating,we had been obfuscating,you had been obfuscating,they had been obfuscating
C2,Obfuscate,Future Simple,I will obfuscate,you will obfuscate,he/she/it will obfuscate,we will obfuscate,you will obfuscate,they will obfuscate
C2,Obfuscate,Future Continuous,I will be obfuscating,you will be obfuscating,he/she/it will be obfuscating,we will be obfuscating,you will be obfuscating,they will be obfuscating
C2,Obfuscate,Future Perfect Simple,I will have obfuscated,you will have obfuscated,he/she/it will have obfuscated,we will have obfuscated,you will have obfuscated,they will have obfuscated
C2,Obfuscate,Future Perfect Continuous,I will have been obfuscating,you will have been obfuscating,he/she/it will have been obfuscating,we will have been obfuscating,you will have been obfuscating,they will have been obfuscating
C2,Obfuscate,First Conditional,If I obfuscate,you will obfuscate,he/she/it will obfuscate,we will obfuscate,you will obfuscate,they will obfuscate
C2,Obfuscate,Second Conditional,If I obfuscated,you would obfuscate,he/she/it would obfuscate,we would obfuscate,you would obfuscate,they would obfuscate
C2,Obfuscate,Third Conditional,If I had obfuscated,you would have obfuscated,he/she/it would have obfuscated,we would have obfuscated,you would have obfuscated,they would have obfuscated
C2,Obfuscate,Mixed Conditional,If I had obfuscated,you would obfuscate,he/she/it would obfuscate,we would obfuscate,you would obfuscate,they would obfuscate
C2,Permeate,Present Simple,I permeate,you permeate,he/she/it permeates,we permeate,you permeate,they permeate
C2,Permeate,Present Continuous,I am permeating,you are permeating,he/she/it is permeating,we are permeating,you are permeating,they are permeating
C2,Permeate,Present Perfect,I have permeated,you have permeated,he/she/it has permeated,we have permeated,you have permeated,they have permeated
C2,Permeate,Present Perfect Continuous,I have been permeating,you have been permeating,he/she/it has been permeating,we have been permeating,you have been permeating,they have been permeating
C2,Permeate,Past Simple,I permeated,you permeated,he/she/it permeated,we permeated,you permeated,they permeated
C2,Permeate,Past Continuous,I was permeating,you were permeating,he/she/it was permeating,we were permeating,you were permeating,they were permeating
C2,Permeate,Past Perfect Simple,I had permeated,you had permeated,he/she/it had permeated,we had permeated,you had permeated,they had permeated
C2,Permeate,Past Perfect Continuous,I had been permeating,you had been permeating,he/she/it had been permeating,we had been permeating,you had been permeating,they had been permeating
C2,Permeate,Future Simple,I will permeate,you will permeate,he/she/it will permeate,we will permeate,you will permeate,they will permeate
C2,Permeate,Future Continuous,I will be permeating,you will be permeating,he/she/it will be permeating,we will be permeating,you will be permeating,they will be permeating
C2,Permeate,Future Perfect Simple,I will have permeated,you will have permeated,he/she/it will have permeated,we will have permeated,you will have permeated,they will have permeated
C2,Permeate,Future Perfect Continuous,I will have been permeating,you will have been permeating,he/she/it will have been permeating,we will have been permeating,you will have been permeating,they will have been permeating
C2,Permeate,First Conditional,If I permeate,you will permeate,he/she/it will permeate,we will permeate,you will permeate,they will permeate
C2,Permeate,Second Conditional,If I permeated,you would permeate,he/she/it would permeate,we would permeate,you would permeate,they would permeate
C2,Permeate,Third Conditional,If I had permeated,you would have permeated,he/she/it would have permeated,we would have permeated,you would have permeated,they would have permeated
C2,Permeate,Mixed Conditional,If I had permeated,you would permeate,he/she/it would permeate,we would permeate,you would permeate,they would permeate
