level,verb,tense,1s,2s,3s,1p,2p,3p
B2,Contribute,Present Perfect,I have contributed,you have contributed,he/she/it has contributed,we have contributed,you have contributed,they have contributed
B2,Contribute,Present Perfect Continuous,I have been contributing,you have been contributing,he/she/it has been contributing,we have been contributing,you have been contributing,they have been contributing
B2,Contribute,Past Simple,I contributed,you contributed,he/she/it contributed,we contributed,you contributed,they contributed
B2,Contribute,Past Continuous,I was contributing,you were contributing,he/she/it was contributing,we were contributing,you were contributing,they were contributing
B2,Contribute,Past Perfect Simple,I had contributed,you had contributed,he/she/it had contributed,we had contributed,you had contributed,they had contributed
B2,Contribute,Past Perfect Continuous,I had been contributing,you had been contributing,he/she/it had been contributing,we had been contributing,you had been contributing,they had been contributing
B2,Contribute,Future Simple,I will contribute,you will contribute,he/she/it will contribute,we will contribute,you will contribute,they will contribute
B2,Contribute,Future Continuous,I will be contributing,you will be contributing,he/she/it will be contributing,we will be contributing,you will be contributing,they will be contributing
B2,Contribute,Future Perfect Simple,I will have contributed,you will have contributed,he/she/it will have contributed,we will have contributed,you will have contributed,they will have contributed
B2,Contribute,Future Perfect Continuous,I will have been contributing,you will have been contributing,he/she/it will have been contributing,we will have been contributing,you will have been contributing,they will have been contributing
B2,Assess,Present Simple,I assess,you assess,he/she/it assesses,we assess,you assess,they assess
B2,Assess,Present Continuous,I am assessing,you are assessing,he/she/it is assessing,we are assessing,you are assessing,they are assessing
B2,Assess,Present Perfect,I have assessed,you have assessed,he/she/it has assessed,we have assessed,you have assessed,they have assessed
B2,Assess,Present Perfect Continuous,I have been assessing,you have been assessing,he/she/it has been assessing,we have been assessing,you have been assessing,they have been assessing
B2,Assess,Past Simple,I assessed,you assessed,he/she/it assessed,we assessed,you assessed,they assessed
B2,Assess,Past Continuous,I was assessing,you were assessing,he/she/it was assessing,we were assessing,you were assessing,they were assessing
B2,Assess,Past Perfect Simple,I had assessed,you had assessed,he/she/it had assessed,we had assessed,you had assessed,they had assessed
B2,Assess,Past Perfect Continuous,I had been assessing,you had been assessing,he/she/it had been assessing,we had been assessing,you had been assessing,they had been assessing
B2,Assess,Future Simple,I will assess,you will assess,he/she/it will assess,we will assess,you will assess,they will assess
B2,Assess,Future Continuous,I will be assessing,you will be assessing,he/she/it will be assessing,we will be assessing,you will be assessing,they will be assessing
B2,Assess,Future Perfect Simple,I will have assessed,you will have assessed,he/she/it will have assessed,we will have assessed,you will have assessed,they will have assessed
B2,Assess,Future Perfect Continuous,I will have been assessing,you will have been assessing,he/she/it will have been assessing,we will have been assessing,you will have been assessing,they will have been assessing
B2,Assign,Present Simple,I assign,you assign,he/she/it assigns,we assign,you assign,they assign
B2,Assign,Present Continuous,I am assigning,you are assigning,he/she/it is assigning,we are assigning,you are assigning,they are assigning
B2,Assign,Present Perfect,I have assigned,you have assigned,he/she/it has assigned,we have assigned,you have assigned,they have assigned
B2,Assign,Present Perfect Continuous,I have been assigning,you have been assigning,he/she/it has been assigning,we have been assigning,you have been assigning,they have been assigning
B2,Assign,Past Simple,I assigned,you assigned,he/she/it assigned,we assigned,you assigned,they assigned
B2,Assign,Past Continuous,I was assigning,you were assigning,he/she/it was assigning,we were assigning,you were assigning,they were assigning
B2,Assign,Past Perfect Simple,I had assigned,you had assigned,he/she/it had assigned,we had assigned,you had assigned,they had assigned
B2,Assign,Past Perfect Continuous,I had been assigning,you had been assigning,he/she/it had been assigning,we had been assigning,you had been assigning,they had been assigning
B2,Assign,Future Simple,I will assign,you will assign,he/she/it will assign,we will assign,you will assign,they will assign
B2,Assign,Future Continuous,I will be assigning,you will be assigning,he/she/it will be assigning,we will be assigning,you will be assigning,they will be assigning
B2,Assign,Future Perfect Simple,I will have assigned,you will have assigned,he/she/it will have assigned,we will have assigned,you will have assigned,they will have assigned
B2,Assign,Future Perfect Continuous,I will have been assigning,you will have been assigning,he/she/it will have been assigning,we will have been assigning,you will have been assigning,they will have been assigning
B2,Assume,Present Simple,I assume,you assume,he/she/it assumes,we assume,you assume,they assume
B2,Assume,Present Continuous,I am assuming,you are assuming,he/she/it is assuming,we are assuming,you are assuming,they are assuming
B2,Assume,Present Perfect,I have assumed,you have assumed,he/she/it has assumed,we have assumed,you have assumed,they have assumed
B2,Assume,Present Perfect Continuous,I have been assuming,you have been assuming,he/she/it has been assuming,we have been assuming,you have been assuming,they have been assuming
B2,Assume,Past Simple,I assumed,you assumed,he/she/it assumed,we assumed,you assumed,they assumed
B2,Assume,Past Continuous,I was assuming,you were assuming,he/she/it was assuming,we were assuming,you were assuming,they were assuming
B2,Assume,Past Perfect Simple,I had assumed,you had assumed,he/she/it had assumed,we had assumed,you had assumed,they had assumed
B2,Assume,Past Perfect Continuous,I had been assuming,you had been assuming,he/she/it had been assuming,we had been assuming,you had been assuming,they had been assuming
B2,Assume,Future Simple,I will assume,you will assume,he/she/it will assume,we will assume,you will assume,they will assume
B2,Assume,Future Continuous,I will be assuming,you will be assuming,he/she/it will be assuming,we will be assuming,you will be assuming,they will be assuming
B2,Assume,Future Perfect Simple,I will have assumed,you will have assumed,he/she/it will have assumed,we will have assumed,you will have assumed,they will have assumed
B2,Assume,Future Perfect Continuous,I will have been assuming,you will have been assuming,he/she/it will have been assuming,we will have been assuming,you will have been assuming,they will have been assuming
B2,Astonish,Present Simple,I astonish,you astonish,he/she/it astonishes,we astonish,you astonish,they astonish
B2,Astonish,Present Continuous,I am astonishing,you are astonishing,he/she/it is astonishing,we are astonishing,you are astonishing,they are astonishing
B2,Astonish,Present Perfect,I have astonished,you have astonished,he/she/it has astonished,we have astonished,you have astonished,they have astonished
B2,Astonish,Present Perfect Continuous,I have been astonishing,you have been astonishing,he/she/it has been astonishing,we have been astonishing,you have been astonishing,they have been astonishing
B2,Astonish,Past Simple,I astonished,you astonished,he/she/it astonished,we astonished,you astonished,they astonished
B2,Astonish,Past Continuous,I was astonishing,you were astonishing,he/she/it was astonishing,we were astonishing,you were astonishing,they were astonishing
B2,Astonish,Past Perfect Simple,I had astonished,you had astonished,he/she/it had astonished,we had astonished,you had astonished,they had astonished
B2,Astonish,Past Perfect Continuous,I had been astonishing,you had been astonishing,he/she/it had been astonishing,we had been astonishing,you had been astonishing,they had been astonishing
B2,Astonish,Future Simple,I will astonish,you will astonish,he/she/it will astonish,we will astonish,you will astonish,they will astonish
B2,Astonish,Future Continuous,I will be astonishing,you will be astonishing,he/she/it will be astonishing,we will be astonishing,you will be astonishing,they will be astonishing
B2,Astonish,Future Perfect Simple,I will have astonished,you will have astonished,he/she/it will have astonished,we will have astonished,you will have astonished,they will have astonished
B2,Astonish,Future Perfect Continuous,I will have been astonishing,you will have been astonishing,he/she/it will have been astonishing,we will have been astonishing,you will have been astonishing,they will have been astonishing
B2,Attempt,Present Simple,I attempt,you attempt,he/she/it attempts,we attempt,you attempt,they attempt
B2,Attempt,Present Continuous,I am attempting,you are attempting,he/she/it is attempting,we are attempting,you are attempting,they are attempting
B2,Attempt,Present Perfect,I have attempted,you have attempted,he/she/it has attempted,we have attempted,you have attempted,they have attempted
B2,Attempt,Present Perfect Continuous,I have been attempting,you have been attempting,he/she/it has been attempting,we have been attempting,you have been attempting,they have been attempting
B2,Attempt,Past Simple,I attempted,you attempted,he/she/it attempted,we attempted,you attempted,they attempted
B2,Attempt,Past Continuous,I was attempting,you were attempting,he/she/it was attempting,we were attempting,you were attempting,they were attempting
B2,Attempt,Past Perfect Simple,I had attempted,you had attempted,he/she/it had attempted,we had attempted,you had attempted,they had attempted
B2,Attempt,Past Perfect Continuous,I had been attempting,you had been attempting,he/she/it had been attempting,we had been attempting,you had been attempting,they had been attempting
B2,Attempt,Future Simple,I will attempt,you will attempt,he/she/it will attempt,we will attempt,you will attempt,they will attempt
B2,Attempt,Future Continuous,I will be attempting,you will be attempting,he/she/it will be attempting,we will be attempting,you will be attempting,they will be attempting
B2,Attempt,Future Perfect Simple,I will have attempted,you will have attempted,he/she/it will have attempted,we will have attempted,you will have attempted,they will have attempted
B2,Attempt,Future Perfect Continuous,I will have been attempting,you will have been attempting,he/she/it will have been attempting,we will have been attempting,you will have been attempting,they will have been attempting
B2,Convert,Present Simple,I convert,you convert,he/she/it converts,we convert,you convert,they convert
B2,Convert,Present Continuous,I am converting,you are converting,he/she/it is converting,we are converting,you are converting,they are converting
B2,Convert,Present Perfect,I have converted,you have converted,he/she/it has converted,we have converted,you have converted,they have converted
B2,Convert,Present Perfect Continuous,I have been converting,you have been converting,he/she/it has been converting,we have been converting,you have been converting,they have been converting
B2,Convert,Past Simple,I converted,you converted,he/she/it converted,we converted,you converted,they converted
B2,Convert,Past Continuous,I was converting,you were converting,he/she/it was converting,we were converting,you were converting,they were converting
B2,Convert,Past Perfect Simple,I had converted,you had converted,he/she/it had converted,we had converted,you had converted,they had converted
B2,Convert,Past Perfect Continuous,I had been converting,you had been converting,he/she/it had been converting,we had been converting,you had been converting,they had been converting
B2,Convert,Future Simple,I will convert,you will convert,he/she/it will convert,we will convert,you will convert,they will convert
B2,Convert,Future Continuous,I will be converting,you will be converting,he/she/it will be converting,we will be converting,you will be converting,they will be converting
B2,Convert,Future Perfect Simple,I will have converted,you will have converted,he/she/it will have converted,we will have converted,you will have converted,they will have converted
B2,Convert,Future Perfect Continuous,I will have been converting,you will have been converting,he/she/it will have been converting,we will have been converting,you will have been converting,they will have been converting
B2,Convince,Present Simple,I convince,you convince,he/she/it convinces,we convince,you convince,they convince
B2,Convince,Present Continuous,I am convincing,you are convincing,he/she/it is convincing,we are convincing,you are convincing,they are convincing
B2,Convince,Present Perfect,I have convinced,you have convinced,he/she/it has convinced,we have convinced,you have convinced,they have convinced
B2,Convince,Present Perfect Continuous,I have been convincing,you have been convincing,he/she/it has been convincing,we have been convincing,you have been convincing,they have been convincing
B2,Convince,Past Simple,I convinced,you convinced,he/she/it convinced,we convinced,you convinced,they convinced
B2,Convince,Past Continuous,I was convincing,you were convincing,he/she/it was convincing,we were convincing,you were convincing,they were convincing
B2,Convince,Past Perfect Simple,I had convinced,you had convinced,he/she/it had convinced,we had convinced,you had convinced,they had convinced
B2,Convince,Past Perfect Continuous,I had been convincing,you had been convincing,he/she/it had been convincing,we had been convincing,you had been convincing,they had been convincing
B2,Convince,Future Simple,I will convince,you will convince,he/she/it will convince,we will convince,you will convince,they will convince
B2,Convince,Future Continuous,I will be convincing,you will be convincing,he/she/it will be convincing,we will be convincing,you will be convincing,they will be convincing
B2,Convince,Future Perfect Simple,I will have convinced,you will have convinced,he/she/it will have convinced,we will have convinced,you will have convinced,they will have convinced
B2,Convince,Future Perfect Continuous,I will have been convincing,you will have been convincing,he/she/it will have been convincing,we will have been convincing,you will have been convincing,they will have been convincing
B2,Criticize,Present Simple,I criticize,you criticize,he/she/it criticizes,we criticize,you criticize,they criticize
B2,Criticize,Present Continuous,I am criticizing,you are criticizing,he/she/it is criticizing,we are criticizing,you are criticizing,they are criticizing
B2,Criticize,Present Perfect,I have criticized,you have criticized,he/she/it has criticized,we have criticized,you have criticized,they have criticized
B2,Criticize,Present Perfect Continuous,I have been criticizing,you have been criticizing,he/she/it has been criticizing,we have been criticizing,you have been criticizing,they have been criticizing
B2,Criticize,Past Simple,I criticized,you criticized,he/she/it criticized,we criticized,you criticized,they criticized
B2,Criticize,Past Continuous,I was criticizing,you were criticizing,he/she/it was criticizing,we were criticizing,you were criticizing,they were criticizing
B2,Criticize,Past Perfect Simple,I had criticized,you had criticized,he/she/it had criticized,we had criticized,you had criticized,they had criticized
B2,Criticize,Past Perfect Continuous,I had been criticizing,you had been criticizing,he/she/it had been criticizing,we had been criticizing,you had been criticizing,they had been criticizing
B2,Criticize,Future Simple,I will criticize,you will criticize,he/she/it will criticize,we will criticize,you will criticize,they will criticize
B2,Criticize,Future Continuous,I will be criticizing,you will be criticizing,he/she/it will be criticizing,we will be criticizing,you will be criticizing,they will be criticizing
B2,Criticize,Future Perfect Simple,I will have criticized,you will have criticized,he/she/it will have criticized,we will have criticized,you will have criticized,they will have criticized
B2,Criticize,Future Perfect Continuous,I will have been criticizing,you will have been criticizing,he/she/it will have been criticizing,we will have been criticizing,you will have been criticizing,they will have been criticizing
B2,Exhibit,Present Simple,I exhibit,you exhibit,he/she/it exhibits,we exhibit,you exhibit,they exhibit
B2,Exhibit,Present Continuous,I am exhibiting,you are exhibiting,he/she/it is exhibiting,we are exhibiting,you are exhibiting,they are exhibiting
B2,Exhibit,Present Perfect,I have exhibited,you have exhibited,he/she/it has exhibited,we have exhibited,you have exhibited,they have exhibited
B2,Exhibit,Present Perfect Continuous,I have been exhibiting,you have been exhibiting,he/she/it has been exhibiting,we have been exhibiting,you have been exhibiting,they have been exhibiting
B2,Exhibit,Past Simple,I exhibited,you exhibited,he/she/it exhibited,we exhibited,you exhibited,they exhibited
B2,Exhibit,Past Continuous,I was exhibiting,you were exhibiting,he/she/it was exhibiting,we were exhibiting,you were exhibiting,they were exhibiting
B2,Exhibit,Past Perfect Simple,I had exhibited,you had exhibited,he/she/it had exhibited,we had exhibited,you had exhibited,they had exhibited
B2,Exhibit,Past Perfect Continuous,I had been exhibiting,you had been exhibiting,he/she/it had been exhibiting,we had been exhibiting,you had been exhibiting,they had been exhibiting
B2,Exhibit,Future Simple,I will exhibit,you will exhibit,he/she/it will exhibit,we will exhibit,you will exhibit,they will exhibit
B2,Exhibit,Future Continuous,I will be exhibiting,you will be exhibiting,he/she/it will be exhibiting,we will be exhibiting,you will be exhibiting,they will be exhibiting
B2,Exhibit,Future Perfect Simple,I will have exhibited,you will have exhibited,he/she/it will have exhibited,we will have exhibited,you will have exhibited,they will have exhibited
B2,Exhibit,Future Perfect Continuous,I will have been exhibiting,you will have been exhibiting,he/she/it will have been exhibiting,we will have been exhibiting,you will have been exhibiting,they will have been exhibiting
B2,Neglect,Present Simple,I neglect,you neglect,he/she/it neglects,we neglect,you neglect,they neglect
B2,Neglect,Present Continuous,I am neglecting,you are neglecting,he/she/it is neglecting,we are neglecting,you are neglecting,they are neglecting
B2,Neglect,Present Perfect,I have neglected,you have neglected,he/she/it has neglected,we have neglected,you have neglected,they have neglected
B2,Neglect,Present Perfect Continuous,I have been neglecting,you have been neglecting,he/she/it has been neglecting,we have been neglecting,you have been neglecting,they have been neglecting
B2,Neglect,Past Simple,I neglected,you neglected,he/she/it neglected,we neglected,you neglected,they neglected
B2,Neglect,Past Continuous,I was neglecting,you were neglecting,he/she/it was neglecting,we were neglecting,you were neglecting,they were neglecting
B2,Neglect,Past Perfect Simple,I had neglected,you had neglected,he/she/it had neglected,we had neglected,you had neglected,they had neglected
B2,Neglect,Past Perfect Continuous,I had been neglecting,you had been neglecting,he/she/it had been neglecting,we had been neglecting,you had been neglecting,they had been neglecting
B2,Neglect,Future Simple,I will neglect,you will neglect,he/she/it will neglect,we will neglect,you will neglect,they will neglect
B2,Neglect,Future Continuous,I will be neglecting,you will be neglecting,he/she/it will be neglecting,we will be neglecting,you will be neglecting,they will be neglecting
B2,Neglect,Future Perfect Simple,I will have neglected,you will have neglected,he/she/it will have neglected,we will have neglected,you will have neglected,they will have neglected
B2,Neglect,Future Perfect Continuous,I will have been neglecting,you will have been neglecting,he/she/it will have been neglecting,we will have been neglecting,you will have been neglecting,they will have been neglecting


