level,verb,tense,1s,2s,3s,1p,2p,3p
C1,Uphold,Present Perfect Continuous,I have been upholding,you have been upholding,he/she/it has been upholding,we have been upholding,you have been upholding,they have been upholding
C1,Uphold,Past Simple,I upheld,you upheld,he/she/it upheld,we upheld,you upheld,they upheld
C1,Uphold,Past Continuous,I was upholding,you were upholding,he/she/it was upholding,we were upholding,you were upholding,they were upholding
C1,Uphold,Past Perfect Simple,I had upheld,you had upheld,he/she/it had upheld,we had upheld,you had upheld,they had upheld
C1,Uphold,Past Perfect Continuous,I had been upholding,you had been upholding,he/she/it had been upholding,we had been upholding,you had been upholding,they had been upholding
C1,Uphold,Future Simple,I will uphold,you will uphold,he/she/it will uphold,we will uphold,you will uphold,they will uphold
C1,Uphold,Future Continuous,I will be upholding,you will be upholding,he/she/it will be upholding,we will be upholding,you will be upholding,they will be upholding
C1,Uphold,Future Perfect Simple,I will have upheld,you will have upheld,he/she/it will have upheld,we will have upheld,you will have upheld,they will have upheld
C1,Uphold,Future Perfect Continuous,I will have been upholding,you will have been upholding,he/she/it will have been upholding,we will have been upholding,you will have been upholding,they will have been upholding
C1,Uphold,First Conditional,If I uphold,you will uphold,he/she/it will uphold,we will uphold,you will uphold,they will uphold
C1,Uphold,Second Conditional,If I upheld,you would uphold,he/she/it would uphold,we would uphold,you would uphold,they would uphold
C1,Upset,Present Simple,I upset,you upset,he/she/it upsets,we upset,you upset,they upset
C1,Upset,Present Continuous,I am upsetting,you are upsetting,he/she/it is upsetting,we are upsetting,you are upsetting,they are upsetting
C1,Upset,Present Perfect,I have upset,you have upset,he/she/it has upset,we have upset,you have upset,they have upset
C1,Upset,Present Perfect Continuous,I have been upsetting,you have been upsetting,he/she/it has been upsetting,we have been upsetting,you have been upsetting,they have been upsetting
C1,Upset,Past Simple,I upset,you upset,he/she/it upset,we upset,you upset,they upset
C1,Upset,Past Continuous,I was upsetting,you were upsetting,he/she/it was upsetting,we were upsetting,you were upsetting,they were upsetting
C1,Upset,Past Perfect Simple,I had upset,you had upset,he/she/it had upset,we had upset,you had upset,they had upset
C1,Upset,Past Perfect Continuous,I had been upsetting,you had been upsetting,he/she/it had been upsetting,we had been upsetting,you had been upsetting,they had been upsetting
C1,Upset,Future Simple,I will upset,you will upset,he/she/it will upset,we will upset,you will upset,they will upset
C1,Upset,Future Continuous,I will be upsetting,you will be upsetting,he/she/it will be upsetting,we will be upsetting,you will be upsetting,they will be upsetting
C1,Upset,Future Perfect Simple,I will have upset,you will have upset,he/she/it will have upset,we will have upset,you will have upset,they will have upset
C1,Upset,Future Perfect Continuous,I will have been upsetting,you will have been upsetting,he/she/it will have been upsetting,we will have been upsetting,you will have been upsetting,they will have been upsetting
C1,Undertake,Present Simple,I undertake,you undertake,he/she/it undertakes,we undertake,you undertake,they undertake
C1,Undertake,Present Continuous,I am undertaking,you are undertaking,he/she/it is undertaking,we are undertaking,you are undertaking,they are undertaking
C1,Undertake,Present Perfect,I have undertaken,you have undertaken,he/she/it has undertaken,we have undertaken,you have undertaken,they have undertaken
C1,Undertake,Present Perfect Continuous,I have been undertaking,you have been undertaking,he/she/it has been undertaking,we have been undertaking,you have been undertaking,they have been undertaking
C1,Undertake,Past Simple,I undertook,you undertook,he/she/it undertook,we undertook,you undertook,they undertook
C1,Undertake,Past Continuous,I was undertaking,you were undertaking,he/she/it was undertaking,we were undertaking,you were undertaking,they were undertaking
C1,Undertake,Past Perfect Simple,I had undertaken,you had undertaken,he/she/it had undertaken,we had undertaken,you had undertaken,they had undertaken
C1,Undertake,Past Perfect Continuous,I had been undertaking,you had been undertaking,he/she/it had been undertaking,we had been undertaking,you had been undertaking,they had been undertaking
C1,Undertake,Future Simple,I will undertake,you will undertake,he/she/it will undertake,we will undertake,you will undertake,they will undertake
C1,Undertake,Future Continuous,I will be undertaking,you will be undertaking,he/she/it will be undertaking,we will be undertaking,you will be undertaking,they will be undertaking
C1,Undertake,Future Perfect Simple,I will have undertaken,you will have undertaken,he/she/it will have undertaken,we will have undertaken,you will have undertaken,they will have undertaken
C1,Undertake,Future Perfect Continuous,I will have been undertaking,you will have been undertaking,he/she/it will have been undertaking,we will have been undertaking,you will have been undertaking,they will have been undertaking
C1,Undertake,First Conditional,If I undertake,you will undertake,he/she/it will undertake,we will undertake,you will undertake,they will undertake
C1,Undertake,Second Conditional,If I undertook,you would undertake,he/she/it would undertake,we would undertake,you would undertake,they would undertake
C1,Undergo,Present Simple,I undergo,you undergo,he/she/it undergoes,we undergo,you undergo,they undergo
C1,Undergo,Present Continuous,I am undergoing,you are undergoing,he/she/it is undergoing,we are undergoing,you are undergoing,they are undergoing
C1,Undergo,Present Perfect,I have undergone,you have undergone,he/she/it has undergone,we have undergone,you have undergone,they have undergone
C1,Undergo,Present Perfect Continuous,I have been undergoing,you have been undergoing,he/she/it has been undergoing,we have been undergoing,you have been undergoing,they have been undergoing
C1,Undergo,Past Simple,I underwent,you underwent,he/she/it underwent,we underwent,you underwent,they underwent
C1,Undergo,Past Continuous,I was undergoing,you were undergoing,he/she/it was undergoing,we were undergoing,you were undergoing,they were undergoing
C1,Undergo,Past Perfect Simple,I had undergone,you had undergone,he/she/it had undergone,we had undergone,you had undergone,they had undergone
C1,Undergo,Past Perfect Continuous,I had been undergoing,you had been undergoing,he/she/it had been undergoing,we had been undergoing,you had been undergoing,they had been undergoing
C1,Undergo,Future Simple,I will undergo,you will undergo,he/she/it will undergo,we will undergo,you will undergo,they will undergo
C1,Undergo,Future Continuous,I will be undergoing,you will be undergoing,he/she/it will be undergoing,we will be undergoing,you will be undergoing,they will be undergoing
C1,Undergo,Future Perfect Simple,I will have undergone,you will have undergone,he/she/it will have undergone,we will have undergone,you will have undergone,they will have undergone
C1,Undergo,Future Perfect Continuous,I will have been undergoing,you will have been undergoing,he/she/it will have been undergoing,we will have been undergoing,you will have been undergoing,they will have been undergoing
C1,Undergo,First Conditional,If I undergo,you will undergo,he/she/it will undergo,we will undergo,you will undergo,they will undergo
C1,Undergo,Second Conditional,If I underwent,you would undergo,he/she/it would undergo,we would undergo,you would undergo,they would undergo
C1,Underwrite,Present Simple,I underwrite,you underwrite,he/she/it underwrites,we underwrite,you underwrite,they underwrite
C1,Underwrite,Present Continuous,I am underwriting,you are underwriting,he/she/it is underwriting,we are underwriting,you are underwriting,they are underwriting
C1,Underwrite,Present Perfect,I have underwritten,you have underwritten,he/she/it has underwritten,we have underwritten,you have underwritten,they have underwritten
C1,Underwrite,Present Perfect Continuous,I have been underwriting,you have been underwriting,he/she/it has been underwriting,we have been underwriting,you have been underwriting,they have been underwriting
C1,Underwrite,Past Simple,I underwrote,you underwrote,he/she/it underwrote,we underwrote,you underwrote,they underwrote
C1,Underwrite,Past Continuous,I was underwriting,you were underwriting,he/she/it was underwriting,we were underwriting,you were underwriting,they were underwriting
C1,Underwrite,Past Perfect Simple,I had underwritten,you had underwritten,he/she/it had underwritten,we had underwritten,you had underwritten,they had underwritten
C1,Underwrite,Past Perfect Continuous,I had been underwriting,you had been underwriting,he/she/it had been underwriting,we had been underwriting,you had been underwriting,they had been underwriting
C1,Underwrite,Future Simple,I will underwrite,you will underwrite,he/she/it will underwrite,we will underwrite,you will underwrite,they will underwrite
C1,Underwrite,Future Continuous,I will be underwriting,you will be underwriting,he/she/it will be underwriting,we will be underwriting,you will be underwriting,they will be underwriting
C1,Underwrite,Future Perfect Simple,I will have underwritten,you will have underwritten,he/she/it will have underwritten,we will have underwritten,you will have underwritten,they will have underwritten
C1,Underwrite,Future Perfect Continuous,I will have been underwriting,you will have been underwriting,he/she/it will have been underwriting,we will have been underwriting,you will have been underwriting,they will have been underwriting
C1,Underwrite,First Conditional,If I underwrite,you will underwrite,he/she/it will underwrite,we will underwrite,you will underwrite,they will underwrite
C1,Underwrite,Second Conditional,If I underwrote,you would underwrite,he/she/it would underwrite,we would underwrite,you would underwrite,they would underwrite
C1,Withhold,Present Simple,I withhold,you withhold,he/she/it withholds,we withhold,you withhold,they withhold
C1,Withhold,Present Continuous,I am withholding,you are withholding,he/she/it is withholding,we are withholding,you are withholding,they are withholding
C1,Withhold,Present Perfect,I have withheld,you have withheld,he/she/it has withheld,we have withheld,you have withheld,they have withheld
C1,Withhold,Present Perfect Continuous,I have been withholding,you have been withholding,he/she/it has been withholding,we have been withholding,you have been withholding,they have been withholding
C1,Withhold,Past Simple,I withheld,you withheld,he/she/it withheld,we withheld,you withheld,they withheld
C1,Withhold,Past Continuous,I was withholding,you were withholding,he/she/it was withholding,we were withholding,you were withholding,they were withholding
C1,Withhold,Past Perfect Simple,I had withheld,you had withheld,he/she/it had withheld,we had withheld,you had withheld,they had withheld
C1,Withhold,Past Perfect Continuous,I had been withholding,you had been withholding,he/she/it had been withholding,we had been withholding,you had been withholding,they had been withholding
C1,Withhold,Future Simple,I will withhold,you will withhold,he/she/it will withhold,we will withhold,you will withhold,they will withhold
C1,Withhold,Future Continuous,I will be withholding,you will be withholding,he/she/it will be withholding,we will be withholding,you will be withholding,they will be withholding
C1,Withhold,Future Perfect Simple,I will have withheld,you will have withheld,he/she/it will have withheld,we will have withheld,you will have withheld,they will have withheld
C1,Withhold,Future Perfect Continuous,I will have been withholding,you will have been withholding,he/she/it will have been withholding,we will have been withholding,you will have been withholding,they will have been withholding
C1,Withhold,First Conditional,If I withhold,you will withhold,he/she/it will withhold,we will withhold,you will withhold,they will withhold
C1,Withhold,Second Conditional,If I withheld,you would withhold,he/she/it would withhold,we would withhold,you would withhold,they would withhold
C1,Beget,Present Simple,I beget,you beget,he/she/it begets,we beget,you beget,they beget
C1,Beget,Present Continuous,I am begetting,you are begetting,he/she/it is begetting,we are begetting,you are begetting,they are begetting
C1,Beget,Present Perfect,I have begotten,you have begotten,he/she/it has begotten,we have begotten,you have begotten,they have begotten
C1,Beget,Present Perfect Continuous,I have been begetting,you have been begetting,he/she/it has been begetting,we have been begetting,you have been begetting,they have been begetting
C1,Beget,Past Simple,I begot,you begot,he/she/it begot,we begot,you begot,they begot
C1,Beget,Past Continuous,I was begetting,you were begetting,he/she/it was begetting,we were begetting,you were begetting,they were begetting
C1,Beget,Past Perfect Simple,I had begotten,you had begotten,he/she/it had begotten,we had begotten,you had begotten,they had begotten
C1,Beget,Past Perfect Continuous,I had been begetting,you had been begetting,he/she/it had been begetting,we had been begetting,you had been begetting,they had been begetting
C1,Beget,Future Simple,I will beget,you will beget,he/she/it will beget,we will beget,you will beget,they will beget
C1,Beget,Future Continuous,I will be begetting,you will be begetting,he/she/it will be begetting,we will be begetting,you will be begetting,they will be begetting
C1,Beget,Future Perfect Simple,I will have begotten,you will have begotten,he/she/it will have begotten,we will have begotten,you will have begotten,they will have begotten
C1,Beget,Future Perfect Continuous,I will have been begetting,you will have been begetting,he/she/it will have been begetting,we will have been begetting,you will have been begetting,they will have been begetting
C1,Beget,First Conditional,If I beget,you will beget,he/she/it will beget,we will beget,you will beget,they will beget
C1,Beget,Second Conditional,If I begot,you would beget,he/she/it would beget,we would beget,you would beget,they would beget
C1,Befall,Present Simple,I befall,you befall,he/she/it befalls,we befall,you befall,they befall
C1,Befall,Present Continuous,I am befalling,you are befalling,he/she/it is befalling,we are befalling,you are befalling,they are befalling
C1,Befall,Present Perfect,I have befallen,you have befallen,he/she/it has befallen,we have befallen,you have befallen,they have befallen
C1,Befall,Present Perfect Continuous,I have been befalling,you have been befalling,he/she/it has been befalling,we have been befalling,you have been befalling,they have been befalling
C1,Befall,Past Simple,I befell,you befell,he/she/it befell,we befell,you befell,they befell
C1,Befall,Past Continuous,I was befalling,you were befalling,he/she/it was befalling,we were befalling,you were befalling,they were befalling
C1,Befall,Past Perfect Simple,I had befallen,you had befallen,he/she/it had befallen,we had befallen,you had befallen,they had befallen
C1,Befall,Past Perfect Continuous,I had been befalling,you had been befalling,he/she/it had been befalling,we had been befalling,you had been befalling,they had been befalling
C1,Befall,Future Simple,I will befall,you will befall,he/she/it will befall,we will befall,you will befall,they will befall
C1,Befall,Future Continuous,I will be befalling,you will be befalling,he/she/it will be befalling,we will be befalling,you will be befalling,they will be befalling
C1,Befall,Future Perfect Simple,I will have befallen,you will have befallen,he/she/it will have befallen,we will have befallen,you will have befallen,they will have befallen
C1,Befall,Future Perfect Continuous,I will have been befalling,you will have been befalling,he/she/it will have been befalling,we will have been befalling,you will have been befalling,they will have been befalling
C1,Befall,First Conditional,If I befall,you will befall,he/she/it will befall,we will befall,you will befall,they will befall
C1,Befall,Second Conditional,If I befell,you would befall,he/she/it would befall,we would befall,you would befall,they would befall
C1,Beset,Present Simple,I beset,you beset,he/she/it besets,we beset,you beset,they beset
C1,Beset,Present Continuous,I am besetting,you are besetting,he/she/it is besetting,we are besetting,you are besetting,they are besetting
C1,Beset,Present Perfect,I have beset,you have beset,he/she/it has beset,we have beset,you have beset,they have beset
C1,Beset,Present Perfect Continuous,I have been besetting,you have been besetting,he/she/it has been besetting,we have been besetting,you have been besetting,they have been besetting
C1,Beset,Past Simple,I beset,you beset,he/she/it beset,we beset,you beset,they beset
C1,Beset,Past Continuous,I was besetting,you were besetting,he/she/it was besetting,we were besetting,you were besetting,they were besetting
C1,Beset,Past Perfect Simple,I had beset,you had beset,he/she/it had beset,we had beset,you had beset,they had beset
C1,Beset,Past Perfect Continuous,I had been besetting,you had been besetting,he/she/it had been besetting,we had been besetting,you had been besetting,they had been besetting
C1,Beset,Future Simple,I will beset,you will beset,he/she/it will beset,we will beset,you will beset,they will beset
C1,Beset,Future Continuous,I will be besetting,you will be besetting,he/she/it will be besetting,we will be besetting,you will be besetting,they will be besetting
C1,Beset,Future Perfect Simple,I will have beset,you will have beset,he/she/it will have beset,we will have beset,you will have beset,they will have beset
C1,Beset,Future Perfect Continuous,I will have been besetting,you will have been besetting,he/she/it will have been besetting,we will have been besetting,you will have been besetting,they will have been besetting
C1,Beset,First Conditional,If I beset,you will beset,he/she/it will beset,we will beset,you will beset,they will beset
C1,Beset,Second Conditional,If I beset,you would beset,he/she/it would beset,we would beset,you would beset,they would beset
C1,Overtake,Present Simple,I overtake,you overtake,he/she/it overtakes,we overtake,you overtake,they overtake
C1,Overtake,Present Continuous,I am overtaking,you are overtaking,he/she/it is overtaking,we are overtaking,you are overtaking,they are overtaking
C1,Overtake,Present Perfect,I have overtaken,you have overtaken,he/she/it has overtaken,we have overtaken,you have overtaken,they have overtaken
C1,Overtake,Present Perfect Continuous,I have been overtaking,you have been overtaking,he/she/it has been overtaking,we have been overtaking,you have been overtaking,they have been overtaking
C1,Overtake,Past Simple,I overtook,you overtook,he/she/it overtook,we overtook,you overtook,they overtook
C1,Overtake,Past Continuous,I was overtaking,you were overtaking,he/she/it was overtaking,we were overtaking,you were overtaking,they were overtaking
C1,Overtake,Past Perfect Simple,I had overtaken,you had overtaken,he/she/it had overtaken,we had overtaken,you had overtaken,they had overtaken
C1,Overtake,Past Perfect Continuous,I had been overtaking,you had been overtaking,he/she/it had been overtaking,we had been overtaking,you had been overtaking,they had been overtaking
C1,Overtake,Future Simple,I will overtake,you will overtake,he/she/it will overtake,we will overtake,you will overtake,they will overtake
C1,Overtake,Future Continuous,I will be overtaking,you will be overtaking,he/she/it will be overtaking,we will be overtaking,you will be overtaking,they will be overtaking
C1,Overtake,Future Perfect Simple,I will have overtaken,you will have overtaken,he/she/it will have overtaken,we will have overtaken,you will have overtaken,they will have overtaken
C1,Overtake,Future Perfect Continuous,I will have been overtaking,you will have been overtaking,he/she/it will have been overtaking,we will have been overtaking,you will have been overtaking,they will have been overtaking
C1,Overtake,First Conditional,If I overtake,you will overtake,he/she/it will overtake,we will overtake,you will overtake,they will overtake
C1,Overtake,Second Conditional,If I overtook,you would overtake,he/she/it would overtake,we would overtake,you would overtake,they would overtake
C1,Overthrow,Present Simple,I overthrow,you overthrow,he/she/it overthrows,we overthrow,you overthrow,they overthrow
C1,Overthrow,Present Continuous,I am overthrowing,you are overthrowing,he/she/it is overthrowing,we are overthrowing,you are overthrowing,they are overthrowing
C1,Overthrow,Present Perfect,I have overthrown,you have overthrown,he/she/it has overthrown,we have overthrown,you have overthrown,they have overthrown
C1,Overthrow,Present Perfect Continuous,I have been overthrowing,you have been overthrowing,he/she/it has been overthrowing,we have been overthrowing,you have been overthrowing,they have been overthrowing
C1,Overthrow,Past Simple,I overthrew,you overthrew,he/she/it overthrew,we overthrew,you overthrew,they overthrew
C1,Overthrow,Past Continuous,I was overthrowing,you were overthrowing,he/she/it was overthrowing,we were overthrowing,you were overthrowing,they were overthrowing
C1,Overthrow,Past Perfect Simple,I had overthrown,you had overthrown,he/she/it had overthrown,we had overthrown,you had overthrown,they had overthrown
C1,Overthrow,Past Perfect Continuous,I had been overthrowing,you had been overthrowing,he/she/it had been overthrowing,we had been overthrowing,you had been overthrowing,they had been overthrowing
C1,Overthrow,Future Simple,I will overthrow,you will overthrow,he/she/it will overthrow,we will overthrow,you will overthrow,they will overthrow
C1,Overthrow,Future Continuous,I will be overthrowing,you will be overthrowing,he/she/it will be overthrowing,we will be overthrowing,you will be overthrowing,they will be overthrowing
C1,Overthrow,Future Perfect Simple,I will have overthrown,you will have overthrown,he/she/it will have overthrown,we will have overthrown,you will have overthrown,they will have overthrown
C1,Overthrow,Future Perfect Continuous,I will have been overthrowing,you will have been overthrowing,he/she/it will have been overthrowing,we will have been overthrowing,you will have been overthrowing,they will have been overthrowing
C1,Overthrow,First Conditional,If I overthrow,you will overthrow,he/she/it will overthrow,we will overthrow,you will overthrow,they will overthrow
C1,Overthrow,Second Conditional,If I overthrew,you would overthrow,he/she/it would overthrow,we would overthrow,you would overthrow,they would overthrow
C1,Withstand,Present Simple,I withstand,you withstand,he/she/it withstands,we withstand,you withstand,they withstand
C1,Withstand,Present Continuous,I am withstanding,you are withstanding,he/she/it is withstanding,we are withstanding,you are withstanding,they are withstanding
C1,Withstand,Present Perfect,I have withstood,you have withstood,he/she/it has withstood,we have withstood,you have withstood,they have withstood
C1,Withstand,Present Perfect Continuous,I have been withstanding,you have been withstanding,he/she/it has been withstanding,we have been withstanding,you have been withstanding,they have been withstanding
C1,Withstand,Past Simple,I withstood,you withstood,he/she/it withstood,we withstood,you withstood,they withstood
C1,Withstand,Past Continuous,I was withstanding,you were withstanding,he/she/it was withstanding,we were withstanding,you were withstanding,they were withstanding
C1,Withstand,Past Perfect Simple,I had withstood,you had withstood,he/she/it had withstood,we had withstood,you had withstood,they had withstood
C1,Withstand,Past Perfect Continuous,I had been withstanding,you had been withstanding,he/she/it had been withstanding,we had been withstanding,you had been withstanding,they had been withstanding
C1,Withstand,Future Simple,I will withstand,you will withstand,he/she/it will withstand,we will withstand,you will withstand,they will withstand
C1,Withstand,Future Continuous,I will be withstanding,you will be withstanding,he/she/it will be withstanding,we will be withstanding,you will be withstanding,they will be withstanding
C1,Withstand,Future Perfect Simple,I will have withstood,you will have withstood,he/she/it will have withstood,we will have withstood,you will have withstood,they will have withstood
C1,Withstand,Future Perfect Continuous,I will have been withstanding,you will have been withstanding,he/she/it will have been withstanding,we will have been withstanding,you will have been withstanding,they will have been withstanding
C1,Withstand,First Conditional,If I withstand,you will withstand,he/she/it will withstand,we will withstand,you will withstand,they will withstand
C1,Withstand,Second Conditional,If I withstood,you would withstand,he/she/it would withstand,we would withstand,you would withstand,they would withstand
C1,Wring,Present Simple,I wring,you wring,he/she/it wrings,we wring,you wring,they wring
C1,Wring,Present Continuous,I am wringing,you are wringing,he/she/it is wringing,we are wringing,you are wringing,they are wringing
C1,Wring,Present Perfect,I have wrung,you have wrung,he/she/it has wrung,we have wrung,you have wrung,they have wrung
C1,Wring,Present Perfect Continuous,I have been wringing,you have been wringing,he/she/it has been wringing,we have been wringing,you have been wringing,they have been wringing
C1,Wring,Past Simple,I wrung,you wrung,he/she/it wrung,we wrung,you wrung,they wrung
C1,Wring,Past Continuous,I was wringing,you were wringing,he/she/it was wringing,we were wringing,you were wringing,they were wringing
C1,Wring,Past Perfect Simple,I had wrung,you had wrung,he/she/it had wrung,we had wrung,you had wrung,they had wrung
C1,Wring,Past Perfect Continuous,I had been wringing,you had been wringing,he/she/it had been wringing,we had been wringing,you had been wringing,they had been wringing
C1,Wring,Future Simple,I will wring,you will wring,he/she/it will wring,we will wring,you will wring,they will wring
C1,Wring,Future Continuous,I will be wringing,you will be wringing,he/she/it will be wringing,we will be wringing,you will be wringing,they will be wringing
C1,Wring,Future Perfect Simple,I will have wrung,you will have wrung,he/she/it will have wrung,we will have wrung,you will have wrung,they will have wrung
C1,Wring,Future Perfect Continuous,I will have been wringing,you will have been wringing,he/she/it will have been wringing,we will have been wringing,you will have been wringing,they will have been wringing
C1,Wring,First Conditional,If I wring,you will wring,he/she/it will wring,we will wring,you will wring,they will wring
C1,Wring,Second Conditional,If I wrung,you would wring,he/she/it would wring,we would wring,you would wring,they would wring
C1,Slay,Present Simple,I slay,you slay,he/she/it slays,we slay,you slay,they slay
C1,Slay,Present Continuous,I am slaying,you are slaying,he/she/it is slaying,we are slaying,you are slaying,they are slaying
C1,Slay,Present Perfect,I have slain,you have slain,he/she/it has slain,we have slain,you have slain,they have slain
C1,Slay,Present Perfect Continuous,I have been slaying,you have been slaying,he/she/it has been slaying,we have been slaying,you have been slaying,they have been slaying
C1,Slay,Past Simple,I slew,you slew,he/she/it slew,we slew,you slew,they slew
C1,Slay,Past Continuous,I was slaying,you were slaying,he/she/it was slaying,we were slaying,you were slaying,they were slaying
C1,Slay,Past Perfect Simple,I had slain,you had slain,he/she/it had slain,we had slain,you had slain,they had slain
C1,Slay,Past Perfect Continuous,I had been slaying,you had been slaying,he/she/it had been slaying,we had been slaying,you had been slaying,they had been slaying
C1,Slay,Future Simple,I will slay,you will slay,he/she/it will slay,we will slay,you will slay,they will slay
C1,Slay,Future Continuous,I will be slaying,you will be slaying,he/she/it will be slaying,we will be slaying,you will be slaying,they will be slaying
C1,Slay,Future Perfect Simple,I will have slain,you will have slain,he/she/it will have slain,we will have slain,you will have slain,they will have slain
C1,Slay,Future Perfect Continuous,I will have been slaying,you will have been slaying,he/she/it will have been slaying,we will have been slaying,you will have been slaying,they will have been slaying
C1,Slay,First Conditional,If I slay,you will slay,he/she/it will slay,we will slay,you will slay,they will slay
C1,Slay,Second Conditional,If I slew,you would slay,he/she/it would slay,we would slay,you would slay,they would slay
C1,Smite,Present Simple,I smite,you smite,he/she/it smites,we smite,you smite,they smite
C1,Smite,Present Continuous,I am smiting,you are smiting,he/she/it is smiting,we are smiting,you are smiting,they are smiting
C1,Smite,Present Perfect,I have smitten,you have smitten,he/she/it has smitten,we have smitten,you have smitten,they have smitten
C1,Smite,Present Perfect Continuous,I have been smiting,you have been smiting,he/she/it has been smiting,we have been smiting,you have been smiting,they have been smiting
C1,Smite,Past Simple,I smote,you smote,he/she/it smote,we smote,you smote,they smote
C1,Smite,Past Continuous,I was smiting,you were smiting,he/she/it was smiting,we were smiting,you were smiting,they were smiting
C1,Smite,Past Perfect Simple,I had smitten,you had smitten,he/she/it had smitten,we had smitten,you had smitten,they had smitten
C1,Smite,Past Perfect Continuous,I had been smiting,you had been smiting,he/she/it had been smiting,we had been smiting,you had been smiting,they had been smiting
C1,Smite,Future Simple,I will smite,you will smite,he/she/it will smite,we will smite,you will smite,they will smite
C1,Smite,Future Continuous,I will be smiting,you will be smiting,he/she/it will be smiting,we will be smiting,you will be smiting,they will be smiting
C1,Smite,Future Perfect Simple,I will have smitten,you will have smitten,he/she/it will have smitten,we will have smitten,you will have smitten,they will have smitten
C1,Smite,Future Perfect Continuous,I will have been smiting,you will have been smiting,he/she/it will have been smiting,we will have been smiting,you will have been smiting,they will have been smiting
C1,Smite,First Conditional,If I smite,you will smite,he/she/it will smite,we will smite,you will smite,they will smite
C1,Smite,Second Conditional,If I smote,you would smite,he/she/it would smite,we would smite,you would smite,they would smite
C1,Sow,Present Simple,I sow,you sow,he/she/it sows,we sow,you sow,they sow
C1,Sow,Present Continuous,I am sowing,you are sowing,he/she/it is sowing,we are sowing,you are sowing,they are sowing
C1,Sow,Present Perfect,I have sown,you have sown,he/she/it has sown,we have sown,you have sown,they have sown
C1,Sow,Present Perfect Continuous,I have been sowing,you have been sowing,he/she/it has been sowing,we have been sowing,you have been sowing,they have been sowing
C1,Sow,Past Simple,I sowed,you sowed,he/she/it sowed,we sowed,you sowed,they sowed
C1,Sow,Past Continuous,I was sowing,you were sowing,he/she/it was sowing,we were sowing,you were sowing,they were sowing
C1,Sow,Past Perfect Simple,I had sown,you had sown,he/she/it had sown,we had sown,you had sown,they had sown
C1,Sow,Past Perfect Continuous,I had been sowing,you had been sowing,he/she/it had been sowing,we had been sowing,you had been sowing,they had been sowing
C1,Sow,Future Simple,I will sow,you will sow,he/she/it will sow,we will sow,you will sow,they will sow
C1,Sow,Future Continuous,I will be sowing,you will be sowing,he/she/it will be sowing,we will be sowing,you will be sowing,they will be sowing
C1,Sow,Future Perfect Simple,I will have sown,you will have sown,he/she/it will have sown,we will have sown,you will have sown,they will have sown
C1,Sow,Future Perfect Continuous,I will have been sowing,you will have been sowing,he/she/it will have been sowing,we will have been sowing,you will have been sowing,they will have been sowing
C1,Sow,First Conditional,If I sow,you will sow,he/she/it will sow,we will sow,you will sow,they will sow
C1,Sow,Second Conditional,If I sowed,you would sow,he/she/it would sow,we would sow,you would sow,they would sow
C1,Forswear,Present Simple,I forswear,you forswear,he/she/it forswears,we forswear,you forswear,they forswear
C1,Forswear,Present Continuous,I am forswearing,you are forswearing,he/she/it is forswearing,we are forswearing,you are forswearing,they are forswearing
C1,Forswear,Present Perfect,I have forsworn,you have forsworn,he/she/it has forsworn,we have forsworn,you have forsworn,they have forsworn
C1,Forswear,Present Perfect Continuous,I have been forswearing,you have been forswearing,he/she/it has been forswearing,we have been forswearing,you have been forswearing,they have been forswearing
C1,Forswear,Past Simple,I forswore,you forswore,he/she/it forswore,we forswore,you forswore,they forswore
C1,Forswear,Past Continuous,I was forswearing,you were forswearing,he/she/it was forswearing,we were forswearing,you were forswearing,they were forswearing
C1,Forswear,Past Perfect Simple,I had forsworn,you had forsworn,he/she/it had forsworn,we had forsworn,you had forsworn,they had forsworn
C1,Forswear,Past Perfect Continuous,I had been forswearing,you had been forswearing,he/she/it had been forswearing,we had been forswearing,you had been forswearing,they had been forswearing
C1,Forswear,Future Simple,I will forswear,you will forswear,he/she/it will forswear,we will forswear,you will forswear,they will forswear
C1,Forswear,Future Continuous,I will be forswearing,you will be forswearing,he/she/it will be forswearing,we will be forswearing,you will be forswearing,they will be forswearing
C1,Forswear,Future Perfect Simple,I will have forsworn,you will have forsworn,he/she/it will have forsworn,we will have forsworn,you will have forsworn,they will have forsworn
C1,Forswear,Future Perfect Continuous,I will have been forswearing,you will have been forswearing,he/she/it will have been forswearing,we will have been forswearing,you will have been forswearing,they will have been forswearing
C1,Forswear,First Conditional,If I forswear,you will forswear,he/she/it will forswear,we will forswear,you will forswear,they will forswear
C1,Forswear,Second Conditional,If I forswore,you would forswear,he/she/it would forswear,we would forswear,you would forswear,they would forswear
C1,Wreak,Present Simple,I wreak,you wreak,he/she/it wreaks,we wreak,you wreak,they wreak
C1,Wreak,Present Continuous,I am wreaking,you are wreaking,he/she/it is wreaking,we are wreaking,you are wreaking,they are wreaking
C1,Wreak,Present Perfect,I have wreaked,you have wreaked,he/she/it has wreaked,we have wreaked,you have wreaked,they have wreaked
C1,Wreak,Present Perfect Continuous,I have been wreaking,you have been wreaking,he/she/it has been wreaking,we have been wreaking,you have been wreaking,they have been wreaking
C1,Wreak,Past Simple,I wreaked,you wreaked,he/she/it wreaked,we wreaked,you wreaked,they wreaked
C1,Wreak,Past Continuous,I was wreaking,you were wreaking,he/she/it was wreaking,we were wreaking,you were wreaking,they were wreaking
